"Sample","Abundance","Phenotype"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",220.624005,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",39889.22219,"PD"
"M43_1_PD",0,"PD"
"M43_2_PD",0,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",35943.9049,"MSS"
"M1_2_MSS",26728.22939,"MSS"
"M5_1_MSS",23974.97811,"MSS"
"M5_2_MSS",24299.08754,"MSS"
"T49_1_MSS",345530.5781,"MSS"
"T49_2_MSS",231288.615,"MSS"
"M42_1_PD",871921.0638,"PD"
"M42_2_PD",717642.4939,"PD"
"M43_1_PD",472399.8247,"PD"
"M43_2_PD",349712.1079,"PD"
"M64_1_PD",447591.0975,"PD"
"M64_2_PD",354194.8726,"PD"
"M1_1_MSS",5330.414643,"MSS"
"M1_2_MSS",4859.052434,"MSS"
"M5_1_MSS",4504.336704,"MSS"
"M5_2_MSS",3260.817488,"MSS"
"T49_1_MSS",23094.35853,"MSS"
"T49_2_MSS",12528.25972,"MSS"
"M42_1_PD",6289.71972,"PD"
"M42_2_PD",15721.57785,"PD"
"M43_1_PD",19120.66597,"PD"
"M43_2_PD",21500.84218,"PD"
"M64_1_PD",13665.53891,"PD"
"M64_2_PD",14586.47774,"PD"
"M1_1_MSS",24250.85547,"MSS"
"M1_2_MSS",23883.96696,"MSS"
"M5_1_MSS",14468.40269,"MSS"
"M5_2_MSS",10874.48234,"MSS"
"T49_1_MSS",292069.9182,"MSS"
"T49_2_MSS",153209.7504,"MSS"
"M42_1_PD",16351.24135,"PD"
"M42_2_PD",150264.377,"PD"
"M43_1_PD",253243.8809,"PD"
"M43_2_PD",236213.5693,"PD"
"M64_1_PD",1233644.502,"PD"
"M64_2_PD",935115.1117,"PD"
"M1_1_MSS",9250.348276,"MSS"
"M1_2_MSS",4460.994415,"MSS"
"M5_1_MSS",4827.114296,"MSS"
"M5_2_MSS",2014.213784,"MSS"
"T49_1_MSS",34497.81908,"MSS"
"T49_2_MSS",27139.39721,"MSS"
"M42_1_PD",1069.399331,"PD"
"M42_2_PD",3079.631544,"PD"
"M43_1_PD",77339.47623,"PD"
"M43_2_PD",60099.13305,"PD"
"M64_1_PD",37275.05788,"PD"
"M64_2_PD",27611.67268,"PD"
"M1_1_MSS",5817.893993,"MSS"
"M1_2_MSS",4057.033294,"MSS"
"M5_1_MSS",7771.316928,"MSS"
"M5_2_MSS",1754.723872,"MSS"
"T49_1_MSS",260645.121,"MSS"
"T49_2_MSS",164801.8563,"MSS"
"M42_1_PD",34760.77093,"PD"
"M42_2_PD",194806.0835,"PD"
"M43_1_PD",223291.1123,"PD"
"M43_2_PD",216385.2076,"PD"
"M64_1_PD",1277981.512,"PD"
"M64_2_PD",1445836.274,"PD"
"M1_1_MSS",591.4184601,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",522.6918239,"MSS"
"M5_2_MSS",984.1333753,"MSS"
"T49_1_MSS",171294.6876,"MSS"
"T49_2_MSS",184888.0483,"MSS"
"M42_1_PD",6330.629092,"PD"
"M42_2_PD",2477.797163,"PD"
"M43_1_PD",0,"PD"
"M43_2_PD",0,"PD"
"M64_1_PD",899.3616864,"PD"
"M64_2_PD",2673.867714,"PD"
"M1_1_MSS",2140.054256,"MSS"
"M1_2_MSS",1187.769942,"MSS"
"M5_1_MSS",426.4013671,"MSS"
"M5_2_MSS",143.5704082,"MSS"
"T49_1_MSS",2867.716511,"MSS"
"T49_2_MSS",2022.809861,"MSS"
"M42_1_PD",11060.65371,"PD"
"M42_2_PD",13731.83156,"PD"
"M43_1_PD",29022.30901,"PD"
"M43_2_PD",50037.84593,"PD"
"M64_1_PD",57931.00168,"PD"
"M64_2_PD",40690.79408,"PD"
"M1_1_MSS",13864.17701,"MSS"
"M1_2_MSS",7927.564322,"MSS"
"M5_1_MSS",2455.022747,"MSS"
"M5_2_MSS",1417.096575,"MSS"
"T49_1_MSS",30853.11799,"MSS"
"T49_2_MSS",186274.1634,"MSS"
"M42_1_PD",73388.82095,"PD"
"M42_2_PD",55227.17622,"PD"
"M43_1_PD",150699.786,"PD"
"M43_2_PD",124853.8189,"PD"
"M64_1_PD",255396.2184,"PD"
"M64_2_PD",259172.5789,"PD"
"M1_1_MSS",30240.41023,"MSS"
"M1_2_MSS",26143.14577,"MSS"
"M5_1_MSS",44306.95673,"MSS"
"M5_2_MSS",31027.75743,"MSS"
"T49_1_MSS",35883.83787,"MSS"
"T49_2_MSS",27157.39736,"MSS"
"M42_1_PD",3914.389832,"PD"
"M42_2_PD",2636.587679,"PD"
"M43_1_PD",26230.8922,"PD"
"M43_2_PD",20077.88632,"PD"
"M64_1_PD",6093.916501,"PD"
"M64_2_PD",3882.921595,"PD"
"M1_1_MSS",314.2574474,"MSS"
"M1_2_MSS",3343.826407,"MSS"
"M5_1_MSS",29460.70792,"MSS"
"M5_2_MSS",24281.89255,"MSS"
"T49_1_MSS",82200.09476,"MSS"
"T49_2_MSS",232837.843,"MSS"
"M42_1_PD",4764.345936,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",1283.184971,"PD"
"M43_2_PD",96475.65115,"PD"
"M64_1_PD",2815.676785,"PD"
"M64_2_PD",76630.43946,"PD"
"M1_1_MSS",8835.899584,"MSS"
"M1_2_MSS",150326.2843,"MSS"
"M5_1_MSS",321937.4652,"MSS"
"M5_2_MSS",355544.4013,"MSS"
"T49_1_MSS",502456.3804,"MSS"
"T49_2_MSS",1673666.561,"MSS"
"M42_1_PD",95717.90768,"PD"
"M42_2_PD",32430.24869,"PD"
"M43_1_PD",21663.55826,"PD"
"M43_2_PD",650171.8847,"PD"
"M64_1_PD",7656.985209,"PD"
"M64_2_PD",611977.0738,"PD"
"M1_1_MSS",3495.33043,"MSS"
"M1_2_MSS",46796.47766,"MSS"
"M5_1_MSS",53784.51335,"MSS"
"M5_2_MSS",25490.02948,"MSS"
"T49_1_MSS",270920.0657,"MSS"
"T49_2_MSS",903985.6823,"MSS"
"M42_1_PD",87870.85677,"PD"
"M42_2_PD",60422.57115,"PD"
"M43_1_PD",20149.90395,"PD"
"M43_2_PD",503404.3066,"PD"
"M64_1_PD",30198.54925,"PD"
"M64_2_PD",317886.8885,"PD"
"M1_1_MSS",3246.754514,"MSS"
"M1_2_MSS",62901.06555,"MSS"
"M5_1_MSS",440131.002,"MSS"
"M5_2_MSS",330370.7144,"MSS"
"T49_1_MSS",578803.2387,"MSS"
"T49_2_MSS",403071.7407,"MSS"
"M42_1_PD",136123.2939,"PD"
"M42_2_PD",59774.34589,"PD"
"M43_1_PD",46875.01761,"PD"
"M43_2_PD",371034.7,"PD"
"M64_1_PD",33360.41224,"PD"
"M64_2_PD",171496.6803,"PD"
"M1_1_MSS",19665.62734,"MSS"
"M1_2_MSS",11015.98116,"MSS"
"M5_1_MSS",19730.92219,"MSS"
"M5_2_MSS",12192.27156,"MSS"
"T49_1_MSS",213987.6478,"MSS"
"T49_2_MSS",87277.62187,"MSS"
"M42_1_PD",185622.6463,"PD"
"M42_2_PD",64062.11438,"PD"
"M43_1_PD",58212.14288,"PD"
"M43_2_PD",41141.12234,"PD"
"M64_1_PD",36118.22618,"PD"
"M64_2_PD",12586.44968,"PD"
"M1_1_MSS",127506.4894,"MSS"
"M1_2_MSS",94754.33529,"MSS"
"M5_1_MSS",206295.5959,"MSS"
"M5_2_MSS",234585.9491,"MSS"
"T49_1_MSS",2383913.636,"MSS"
"T49_2_MSS",1765325.26,"MSS"
"M42_1_PD",3361207.436,"PD"
"M42_2_PD",2718688.839,"PD"
"M43_1_PD",195447.172,"PD"
"M43_2_PD",134001.6806,"PD"
"M64_1_PD",446890.6368,"PD"
"M64_2_PD",510735.4714,"PD"
"M1_1_MSS",838.8919114,"MSS"
"M1_2_MSS",10948.6654,"MSS"
"M5_1_MSS",1108.661067,"MSS"
"M5_2_MSS",24316.64186,"MSS"
"T49_1_MSS",4873.367404,"MSS"
"T49_2_MSS",400.9411435,"MSS"
"M42_1_PD",4766.312736,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",0,"PD"
"M43_2_PD",14656.93972,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",7940.228445,"PD"
"M1_1_MSS",338671.4289,"MSS"
"M1_2_MSS",131387.8596,"MSS"
"M5_1_MSS",540.2200499,"MSS"
"M5_2_MSS",306.0186821,"MSS"
"T49_1_MSS",461917.0094,"MSS"
"T49_2_MSS",192405.4536,"MSS"
"M42_1_PD",80651.95986,"PD"
"M42_2_PD",65249.44227,"PD"
"M43_1_PD",535.8164089,"PD"
"M43_2_PD",214.1528116,"PD"
"M64_1_PD",3617.573842,"PD"
"M64_2_PD",5807.3172,"PD"
"M1_1_MSS",143719.0253,"MSS"
"M1_2_MSS",74271.03991,"MSS"
"M5_1_MSS",3479.879875,"MSS"
"M5_2_MSS",2478.302749,"MSS"
"T49_1_MSS",27818.7197,"MSS"
"T49_2_MSS",14462.85915,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",11366.58804,"PD"
"M43_1_PD",14639.24068,"PD"
"M43_2_PD",10605.38582,"PD"
"M64_1_PD",23006.59017,"PD"
"M64_2_PD",6554.065104,"PD"
"M1_1_MSS",231554.5598,"MSS"
"M1_2_MSS",107293.0203,"MSS"
"M5_1_MSS",558.7468129,"MSS"
"M5_2_MSS",3942.926591,"MSS"
"T49_1_MSS",72094.97918,"MSS"
"T49_2_MSS",25032.47674,"MSS"
"M42_1_PD",52762.38636,"PD"
"M42_2_PD",18796.66999,"PD"
"M43_1_PD",3425.885363,"PD"
"M43_2_PD",4343.938467,"PD"
"M64_1_PD",1390.668721,"PD"
"M64_2_PD",6233.660337,"PD"
"M1_1_MSS",108933.0096,"MSS"
"M1_2_MSS",105049.6953,"MSS"
"M5_1_MSS",537.3064996,"MSS"
"M5_2_MSS",1932.160526,"MSS"
"T49_1_MSS",67017.70111,"MSS"
"T49_2_MSS",83737.30869,"MSS"
"M42_1_PD",8406.164902,"PD"
"M42_2_PD",20662.99127,"PD"
"M43_1_PD",1229.737456,"PD"
"M43_2_PD",2105.81176,"PD"
"M64_1_PD",873.4407636,"PD"
"M64_2_PD",669.6845141,"PD"
"M1_1_MSS",37970.56796,"MSS"
"M1_2_MSS",31521.08367,"MSS"
"M5_1_MSS",42000.2466,"MSS"
"M5_2_MSS",37693.99554,"MSS"
"T49_1_MSS",647274.487,"MSS"
"T49_2_MSS",531028.3446,"MSS"
"M42_1_PD",579374.8009,"PD"
"M42_2_PD",564726.5139,"PD"
"M43_1_PD",59125.70761,"PD"
"M43_2_PD",52306.02574,"PD"
"M64_1_PD",191855.9848,"PD"
"M64_2_PD",156885.6274,"PD"
"M1_1_MSS",29328.75601,"MSS"
"M1_2_MSS",21134.23796,"MSS"
"M5_1_MSS",6527.328303,"MSS"
"M5_2_MSS",7299.425731,"MSS"
"T49_1_MSS",39222.62801,"MSS"
"T49_2_MSS",30050.17944,"MSS"
"M42_1_PD",83157.25303,"PD"
"M42_2_PD",57957.27708,"PD"
"M43_1_PD",44866.42673,"PD"
"M43_2_PD",40573.87081,"PD"
"M64_1_PD",113717.6839,"PD"
"M64_2_PD",80607.33187,"PD"
"M1_1_MSS",101867.078,"MSS"
"M1_2_MSS",61552.51593,"MSS"
"M5_1_MSS",19725.5662,"MSS"
"M5_2_MSS",16379.03672,"MSS"
"T49_1_MSS",132059.0866,"MSS"
"T49_2_MSS",67724.52399,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",17902.58398,"PD"
"M43_1_PD",40033.98498,"PD"
"M43_2_PD",24143.22944,"PD"
"M64_1_PD",143077.3502,"PD"
"M64_2_PD",104626.4661,"PD"
"M1_1_MSS",500.7779205,"MSS"
"M1_2_MSS",679.3323364,"MSS"
"M5_1_MSS",3970.711308,"MSS"
"M5_2_MSS",2275.10888,"MSS"
"T49_1_MSS",3481.489436,"MSS"
"T49_2_MSS",4788.803093,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",4732.989572,"PD"
"M43_1_PD",9803.476908,"PD"
"M43_2_PD",10868.68852,"PD"
"M64_1_PD",57430.53565,"PD"
"M64_2_PD",112444.0984,"PD"
"M1_1_MSS",112238.3357,"MSS"
"M1_2_MSS",73907.61435,"MSS"
"M5_1_MSS",10375.02758,"MSS"
"M5_2_MSS",7795.630275,"MSS"
"T49_1_MSS",95457.24229,"MSS"
"T49_2_MSS",64151.1274,"MSS"
"M42_1_PD",6198.197284,"PD"
"M42_2_PD",6715.169587,"PD"
"M43_1_PD",2253.78809,"PD"
"M43_2_PD",578.0568923,"PD"
"M64_1_PD",6862.618617,"PD"
"M64_2_PD",2440.859561,"PD"
"M1_1_MSS",22176.38013,"MSS"
"M1_2_MSS",12289.33664,"MSS"
"M5_1_MSS",7343.115562,"MSS"
"M5_2_MSS",4262.015113,"MSS"
"T49_1_MSS",113935.3472,"MSS"
"T49_2_MSS",44957.08097,"MSS"
"M42_1_PD",74079.21745,"PD"
"M42_2_PD",30340.14986,"PD"
"M43_1_PD",5287.970937,"PD"
"M43_2_PD",2018.034829,"PD"
"M64_1_PD",19071.48539,"PD"
"M64_2_PD",7942.214323,"PD"
"M1_1_MSS",47246.06968,"MSS"
"M1_2_MSS",5356.00527,"MSS"
"M5_1_MSS",1.202160135,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",264090.9134,"MSS"
"T49_2_MSS",79722.78945,"MSS"
"M42_1_PD",192816.0864,"PD"
"M42_2_PD",757.2396772,"PD"
"M43_1_PD",15246.94025,"PD"
"M43_2_PD",6811.525035,"PD"
"M64_1_PD",13449.24231,"PD"
"M64_2_PD",19046.06207,"PD"
"M1_1_MSS",7944.855148,"MSS"
"M1_2_MSS",5111.257331,"MSS"
"M5_1_MSS",11832.51856,"MSS"
"M5_2_MSS",11727.21975,"MSS"
"T49_1_MSS",40702.44021,"MSS"
"T49_2_MSS",25328.37656,"MSS"
"M42_1_PD",74369.22307,"PD"
"M42_2_PD",66610.48571,"PD"
"M43_1_PD",34652.48081,"PD"
"M43_2_PD",25423.41031,"PD"
"M64_1_PD",66064.78164,"PD"
"M64_2_PD",50520.61961,"PD"
"M1_1_MSS",10688.48139,"MSS"
"M1_2_MSS",9631.789974,"MSS"
"M5_1_MSS",18609.37213,"MSS"
"M5_2_MSS",18639.21723,"MSS"
"T49_1_MSS",184757.972,"MSS"
"T49_2_MSS",139149.029,"MSS"
"M42_1_PD",300367.7398,"PD"
"M42_2_PD",310242.3594,"PD"
"M43_1_PD",294192.2766,"PD"
"M43_2_PD",247310.2569,"PD"
"M64_1_PD",271271.8723,"PD"
"M64_2_PD",313185.837,"PD"
"M1_1_MSS",1041.065572,"MSS"
"M1_2_MSS",1829.275893,"MSS"
"M5_1_MSS",3517.988616,"MSS"
"M5_2_MSS",3249.984353,"MSS"
"T49_1_MSS",43178.29196,"MSS"
"T49_2_MSS",24682.52958,"MSS"
"M42_1_PD",124137.1223,"PD"
"M42_2_PD",86633.90856,"PD"
"M43_1_PD",16973.58472,"PD"
"M43_2_PD",11717.78489,"PD"
"M64_1_PD",30727.91211,"PD"
"M64_2_PD",18559.20376,"PD"
"M1_1_MSS",18885.53871,"MSS"
"M1_2_MSS",14599.66367,"MSS"
"M5_1_MSS",2528.452104,"MSS"
"M5_2_MSS",962.9093931,"MSS"
"T49_1_MSS",11555.92223,"MSS"
"T49_2_MSS",6253.215773,"MSS"
"M42_1_PD",3401.215899,"PD"
"M42_2_PD",1173.648216,"PD"
"M43_1_PD",595.4635591,"PD"
"M43_2_PD",602.3370846,"PD"
"M64_1_PD",1486.486982,"PD"
"M64_2_PD",712.2012732,"PD"
"M1_1_MSS",594.3110317,"MSS"
"M1_2_MSS",1.511482462,"MSS"
"M5_1_MSS",581.0808985,"MSS"
"M5_2_MSS",1654.273815,"MSS"
"T49_1_MSS",2332.475451,"MSS"
"T49_2_MSS",1548.970544,"MSS"
"M42_1_PD",75884.96177,"PD"
"M42_2_PD",221000.4368,"PD"
"M43_1_PD",30268.11652,"PD"
"M43_2_PD",11569.50922,"PD"
"M64_1_PD",181264.9054,"PD"
"M64_2_PD",166971.5288,"PD"
"M1_1_MSS",51143.59376,"MSS"
"M1_2_MSS",23631.47125,"MSS"
"M5_1_MSS",3870.606784,"MSS"
"M5_2_MSS",4656.147247,"MSS"
"T49_1_MSS",173265.9107,"MSS"
"T49_2_MSS",83516.44471,"MSS"
"M42_1_PD",380804.6924,"PD"
"M42_2_PD",294070.0644,"PD"
"M43_1_PD",68376.51832,"PD"
"M43_2_PD",36773.09733,"PD"
"M64_1_PD",75689.50327,"PD"
"M64_2_PD",71174.21885,"PD"
"M1_1_MSS",47190.96212,"MSS"
"M1_2_MSS",26508.93479,"MSS"
"M5_1_MSS",8042.443519,"MSS"
"M5_2_MSS",5724.609915,"MSS"
"T49_1_MSS",165047.2894,"MSS"
"T49_2_MSS",73054.94083,"MSS"
"M42_1_PD",299377.6858,"PD"
"M42_2_PD",191209.244,"PD"
"M43_1_PD",29073.14931,"PD"
"M43_2_PD",19330.00217,"PD"
"M64_1_PD",47805.20138,"PD"
"M64_2_PD",40127.89512,"PD"
"M1_1_MSS",27793.07279,"MSS"
"M1_2_MSS",17673.84939,"MSS"
"M5_1_MSS",2489.919075,"MSS"
"M5_2_MSS",2271.710232,"MSS"
"T49_1_MSS",99018.7271,"MSS"
"T49_2_MSS",40128.76187,"MSS"
"M42_1_PD",48031.409,"PD"
"M42_2_PD",52410.19699,"PD"
"M43_1_PD",5572.235523,"PD"
"M43_2_PD",9656.979449,"PD"
"M64_1_PD",18329.53423,"PD"
"M64_2_PD",8430.46169,"PD"
"M1_1_MSS",108928.1877,"MSS"
"M1_2_MSS",130931.7926,"MSS"
"M5_1_MSS",19895.78002,"MSS"
"M5_2_MSS",18184.655,"MSS"
"T49_1_MSS",108856.0294,"MSS"
"T49_2_MSS",204534.4834,"MSS"
"M42_1_PD",33022.89332,"PD"
"M42_2_PD",20625.34606,"PD"
"M43_1_PD",32001.17054,"PD"
"M43_2_PD",107875.2487,"PD"
"M64_1_PD",33990.88715,"PD"
"M64_2_PD",171757.3865,"PD"
"M1_1_MSS",3304.701844,"MSS"
"M1_2_MSS",1455.993517,"MSS"
"M5_1_MSS",954.021556,"MSS"
"M5_2_MSS",706.0278895,"MSS"
"T49_1_MSS",12018.33412,"MSS"
"T49_2_MSS",6623.026828,"MSS"
"M42_1_PD",119711.1263,"PD"
"M42_2_PD",87138.53615,"PD"
"M43_1_PD",68841.79392,"PD"
"M43_2_PD",57920.62118,"PD"
"M64_1_PD",41455.95771,"PD"
"M64_2_PD",31386.90509,"PD"
"M1_1_MSS",60198.02025,"MSS"
"M1_2_MSS",53979.81821,"MSS"
"M5_1_MSS",33553.89136,"MSS"
"M5_2_MSS",26067.27599,"MSS"
"T49_1_MSS",122090.4665,"MSS"
"T49_2_MSS",189197.2333,"MSS"
"M42_1_PD",27439.0204,"PD"
"M42_2_PD",17144.58286,"PD"
"M43_1_PD",72891.86288,"PD"
"M43_2_PD",113582.2196,"PD"
"M64_1_PD",117863.3892,"PD"
"M64_2_PD",265245.4136,"PD"
"M1_1_MSS",109155.5602,"MSS"
"M1_2_MSS",73552.01542,"MSS"
"M5_1_MSS",51938.54234,"MSS"
"M5_2_MSS",48935.41593,"MSS"
"T49_1_MSS",625250.5043,"MSS"
"T49_2_MSS",308650.5061,"MSS"
"M42_1_PD",30932.12649,"PD"
"M42_2_PD",50029.12035,"PD"
"M43_1_PD",148972.4416,"PD"
"M43_2_PD",47660.34957,"PD"
"M64_1_PD",141421.394,"PD"
"M64_2_PD",121937.9815,"PD"
"M1_1_MSS",7344.135286,"MSS"
"M1_2_MSS",5450.066031,"MSS"
"M5_1_MSS",4811.542034,"MSS"
"M5_2_MSS",1703.757209,"MSS"
"T49_1_MSS",127305.5808,"MSS"
"T49_2_MSS",71459.72897,"MSS"
"M42_1_PD",44150.40946,"PD"
"M42_2_PD",33584.15603,"PD"
"M43_1_PD",2161.717075,"PD"
"M43_2_PD",5188.357268,"PD"
"M64_1_PD",7777.32371,"PD"
"M64_2_PD",6552.191354,"PD"
"M1_1_MSS",12768.63487,"MSS"
"M1_2_MSS",6687.977891,"MSS"
"M5_1_MSS",779.5022019,"MSS"
"M5_2_MSS",2107.185683,"MSS"
"T49_1_MSS",9124.090259,"MSS"
"T49_2_MSS",5978.739226,"MSS"
"M42_1_PD",21371.43197,"PD"
"M42_2_PD",8832.665688,"PD"
"M43_1_PD",35296.10672,"PD"
"M43_2_PD",31105.07861,"PD"
"M64_1_PD",46158.10835,"PD"
"M64_2_PD",80789.34693,"PD"
"M1_1_MSS",2758.894841,"MSS"
"M1_2_MSS",2091.140126,"MSS"
"M5_1_MSS",705.0469171,"MSS"
"M5_2_MSS",575.2577602,"MSS"
"T49_1_MSS",169035.0321,"MSS"
"T49_2_MSS",118365.9775,"MSS"
"M42_1_PD",25145.42432,"PD"
"M42_2_PD",21268.89467,"PD"
"M43_1_PD",192476.2923,"PD"
"M43_2_PD",155992.2265,"PD"
"M64_1_PD",112642.9225,"PD"
"M64_2_PD",82510.97477,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",125129.3942,"MSS"
"M5_1_MSS",218119.6952,"MSS"
"M5_2_MSS",642458.2457,"MSS"
"T49_1_MSS",921420.4953,"MSS"
"T49_2_MSS",1084752.307,"MSS"
"M42_1_PD",68969.2798,"PD"
"M42_2_PD",30779.25711,"PD"
"M43_1_PD",2284907.157,"PD"
"M43_2_PD",2249200.123,"PD"
"M64_1_PD",2044.582152,"PD"
"M64_2_PD",1530794.254,"PD"
"M1_1_MSS",14612.25266,"MSS"
"M1_2_MSS",7501.735932,"MSS"
"M5_1_MSS",15970.97286,"MSS"
"M5_2_MSS",16508.60251,"MSS"
"T49_1_MSS",398931.0577,"MSS"
"T49_2_MSS",159602.2598,"MSS"
"M42_1_PD",393039.4006,"PD"
"M42_2_PD",355785.932,"PD"
"M43_1_PD",82968.70549,"PD"
"M43_2_PD",62946.14326,"PD"
"M64_1_PD",152663.5584,"PD"
"M64_2_PD",90797.37557,"PD"
"M1_1_MSS",3861113.223,"MSS"
"M1_2_MSS",2764963.466,"MSS"
"M5_1_MSS",2557740.126,"MSS"
"M5_2_MSS",2278436.557,"MSS"
"T49_1_MSS",15464938.15,"MSS"
"T49_2_MSS",9782501.97,"MSS"
"M42_1_PD",7001732.993,"PD"
"M42_2_PD",14030130.29,"PD"
"M43_1_PD",6432256.203,"PD"
"M43_2_PD",4719709.123,"PD"
"M64_1_PD",11258181.79,"PD"
"M64_2_PD",8376727.35,"PD"
"M1_1_MSS",6928184.434,"MSS"
"M1_2_MSS",5237267.701,"MSS"
"M5_1_MSS",5320827.453,"MSS"
"M5_2_MSS",5147017.143,"MSS"
"T49_1_MSS",28303471.02,"MSS"
"T49_2_MSS",15250193.13,"MSS"
"M42_1_PD",12100667.37,"PD"
"M42_2_PD",16854283.82,"PD"
"M43_1_PD",11174586.72,"PD"
"M43_2_PD",8361628.923,"PD"
"M64_1_PD",13987051.13,"PD"
"M64_2_PD",9978924.619,"PD"
"M1_1_MSS",2848647.955,"MSS"
"M1_2_MSS",532043.8631,"MSS"
"M5_1_MSS",1250883.701,"MSS"
"M5_2_MSS",463027.9579,"MSS"
"T49_1_MSS",12030714.21,"MSS"
"T49_2_MSS",6399449.108,"MSS"
"M42_1_PD",8647497.077,"PD"
"M42_2_PD",12728368.9,"PD"
"M43_1_PD",5586854.003,"PD"
"M43_2_PD",3394831.986,"PD"
"M64_1_PD",7862373.212,"PD"
"M64_2_PD",6168919.095,"PD"
"M1_1_MSS",38357.29259,"MSS"
"M1_2_MSS",216883.4964,"MSS"
"M5_1_MSS",88870.02826,"MSS"
"M5_2_MSS",1476967.518,"MSS"
"T49_1_MSS",3138517.483,"MSS"
"T49_2_MSS",1901478.58,"MSS"
"M42_1_PD",496010.6327,"PD"
"M42_2_PD",144639.476,"PD"
"M43_1_PD",387520.7869,"PD"
"M43_2_PD",98658.35828,"PD"
"M64_1_PD",145021.2623,"PD"
"M64_2_PD",434244.1817,"PD"
"M1_1_MSS",150964.1811,"MSS"
"M1_2_MSS",116490.6436,"MSS"
"M5_1_MSS",118573.2138,"MSS"
"M5_2_MSS",124328.4181,"MSS"
"T49_1_MSS",5825285.163,"MSS"
"T49_2_MSS",3271425.082,"MSS"
"M42_1_PD",86707.50556,"PD"
"M42_2_PD",91476.93156,"PD"
"M43_1_PD",75719.9172,"PD"
"M43_2_PD",50174.61214,"PD"
"M64_1_PD",81969.22451,"PD"
"M64_2_PD",71006.42236,"PD"
"M1_1_MSS",23505.03818,"MSS"
"M1_2_MSS",13853.6223,"MSS"
"M5_1_MSS",30264.82493,"MSS"
"M5_2_MSS",18662.77503,"MSS"
"T49_1_MSS",2402799.055,"MSS"
"T49_2_MSS",1347126.44,"MSS"
"M42_1_PD",2515.717334,"PD"
"M42_2_PD",8104.483091,"PD"
"M43_1_PD",1039.052493,"PD"
"M43_2_PD",6012.54499,"PD"
"M64_1_PD",4931.781558,"PD"
"M64_2_PD",5265.699905,"PD"
"M1_1_MSS",13648.83268,"MSS"
"M1_2_MSS",11357.21106,"MSS"
"M5_1_MSS",6629.073251,"MSS"
"M5_2_MSS",4246.447973,"MSS"
"T49_1_MSS",121185.8417,"MSS"
"T49_2_MSS",57963.74318,"MSS"
"M42_1_PD",324097.6438,"PD"
"M42_2_PD",281253.2959,"PD"
"M43_1_PD",13914.68773,"PD"
"M43_2_PD",12871.79299,"PD"
"M64_1_PD",28644.05394,"PD"
"M64_2_PD",19784.31642,"PD"
"M1_1_MSS",531227.5884,"MSS"
"M1_2_MSS",661973.4428,"MSS"
"M5_1_MSS",7506.835377,"MSS"
"M5_2_MSS",1708.803691,"MSS"
"T49_1_MSS",579098.6418,"MSS"
"T49_2_MSS",1011033.658,"MSS"
"M42_1_PD",50161.72004,"PD"
"M42_2_PD",18131.76219,"PD"
"M43_1_PD",195252.105,"PD"
"M43_2_PD",886704.2251,"PD"
"M64_1_PD",142256.5462,"PD"
"M64_2_PD",1549351.871,"PD"
"M1_1_MSS",124229.1184,"MSS"
"M1_2_MSS",136193.506,"MSS"
"M5_1_MSS",28665.18957,"MSS"
"M5_2_MSS",22059.41736,"MSS"
"T49_1_MSS",81672.24252,"MSS"
"T49_2_MSS",94003.6088,"MSS"
"M42_1_PD",134246.1333,"PD"
"M42_2_PD",288832.6785,"PD"
"M43_1_PD",405103.12,"PD"
"M43_2_PD",423436.815,"PD"
"M64_1_PD",195711.4757,"PD"
"M64_2_PD",229300.2193,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",1498.378736,"MSS"
"M5_2_MSS",0.938350018,"MSS"
"T49_1_MSS",147285.6282,"MSS"
"T49_2_MSS",61878.52701,"MSS"
"M42_1_PD",0.330658991,"PD"
"M42_2_PD",1527.732714,"PD"
"M43_1_PD",1.326183343,"PD"
"M43_2_PD",0,"PD"
"M64_1_PD",2.237473141,"PD"
"M64_2_PD",52.39060439,"PD"
"M1_1_MSS",29755.6305,"MSS"
"M1_2_MSS",9055.722281,"MSS"
"M5_1_MSS",16021.75254,"MSS"
"M5_2_MSS",7094.154733,"MSS"
"T49_1_MSS",1484291.029,"MSS"
"T49_2_MSS",727546.6286,"MSS"
"M42_1_PD",165081.125,"PD"
"M42_2_PD",80664.6179,"PD"
"M43_1_PD",2420.104513,"PD"
"M43_2_PD",1426.667662,"PD"
"M64_1_PD",15669.20766,"PD"
"M64_2_PD",9523.247674,"PD"
"M1_1_MSS",16464.43857,"MSS"
"M1_2_MSS",23213.0493,"MSS"
